"FA" "MA" "Math" "SCIE" "READ"
"148824" 1 1 479.442 497.704 456.444
"148825" NA 0 384.18 386.46 372.396
"148826" NA 0 416.426 422.548 380.022
"148827" NA NA 510.056 507.032 423.494
"148828" NA NA 460.67 447.26 396.158
"148829" NA NA 454.206 443.34 480.988
"148830" 0 0 522.99 540.226 471.834
"148831" NA NA 518.078 543.12 498.77
"148832" NA NA 494.166 504.98 466.944
"148833" NA NA 472.746 458.168 398.884
"148834" NA NA 470.02 437.93 395.276
"148835" NA NA 451.402 429.448 374.592
"148836" NA NA 412.224 393.734 350.78
"148837" NA NA 496.58 510.668 511.036
"148838" 0 0 407.238 419.566 367.136
"148839" NA NA 452.104 510.574 510.224
"148840" 1 1 532.1 497.518 480.434
"148841" 1 1 528.594 489.22 511.494
"148842" 0 0 580.082 589.276 516.166
"148843" 0 0 560.532 584.426 585.376
"148844" 0 0 492.218 543.77 495.844
"148845" 1 0 521.428 519.248 445.058
"148846" 1 1 604.774 586.478 513.52
"148847" 0 0 397.966 403.62 319.518
"148848" 0 0 431.694 417.324 343.488
"148849" 0 0 459.814 433.738 383.492
"148850" 0 0 389.322 399.516 313.826
"148851" 1 0 418.684 434.108 423.634
"148852" 0 0 421.724 444.182 396.076
"148853" 0 0 431.618 459.848 419.424
"148854" 0 0 524.858 511.134 509.676
"148855" 0 0 488.87 474.394 486.186
"148856" 1 0 520.182 487.728 460.132
"148857" 1 1 431.616 453.412 517.534
"148858" 0 0 476.408 513.744 476.646
"148859" 1 0 519.168 524.656 518.88
"148860" 0 0 357.148 337.598 321.04
"148861" 0 0 420.79 424.786 424.536
"148862" NA 0 505.616 470.382 426.78
"148863" NA NA 368.132 384.128 288.49
"148864" NA NA 424.764 442.504 406.416
"148865" NA 1 465.502 462.55 449.308
"148866" 0 0 420.242 435.978 445.562
"148867" 1 1 493.232 475.14 503.232
"148868" 0 1 526.802 565.406 521.218
"148869" 1 1 444.47 469.452 463.276
"148870" 1 1 572.37 537.244 529.716
"148871" NA NA 443.378 422.36 365.612
"148872" NA NA 387.45 352.516 395.752
"148873" 1 1 543.94 541.068 533.802
"148874" 1 1 406.302 407.816 397.44
"148875" NA NA 536.464 512.904 476.644
"148876" 0 0 460.048 410.982 373.15
"148877" 1 1 503.746 482.412 412.51
"148878" 1 1 439.95 448.004 419.484
"148879" 0 1 426.32 405.202 406.978
"148880" NA 0 417.828 421.988 376.836
"148881" 0 0 376.626 356.338 366.2
"148882" NA NA 370.936 356.622 335.39
"148883" 1 0 454.44 458.54 435.918
"148884" 0 1 460.204 487.26 419.646
"148885" NA NA 469.394 475.514 425.978
"148886" 1 0 488.714 500.69 505.14
"148887" 1 0 504.758 492.204 447.14
"148888" NA NA 479.756 472.62 488.774
"148889" 1 1 499.306 541.532 547.96
"148890" 1 1 530.39 451.548 482.34
"148891" NA NA 526.882 522.51 498.532
"148892" 1 0 366.574 318.388 349.676
"148893" NA NA 324.434 322.864 329.858
"148894" 0 NA 476.876 423.666 395.514
"148895" NA NA 426.942 369.118 310.056
"148896" NA NA 446.342 438.586 419.324
"148897" 1 NA 395.786 381.706 339.238
"148898" NA NA 351.776 339.462 322.002
"148899" 1 NA 483.962 465.442 373.15
"148900" NA NA 382.934 385.062 431.26
"148901" 0 0 415.26 408.186 395.114
"148902" NA NA 428.89 447.258 425.304
"148903" NA 0 411.832 475.7 368.98
"148904" 1 1 386.83 457.236 418.36
"148905" 0 0 448.52 479.15 474.396
"148906" NA NA 344.222 304.03 345.462
"148907" NA 1 374.988 388.046 283.764
"148908" 0 0 401.708 369.676 446.434
"148909" NA NA 481.234 466.934 414.676
"148910" NA NA 503.978 540.88 559.398
"148911" NA 0 476.952 520.366 501.736
"148912" NA NA 522.362 581.256 506.466
"148913" NA 1 572.448 510.668 505.506
"148914" 0 0 532.332 529.596 554.554
"148915" 0 1 635.386 594.126 562.256
"148916" 1 1 360.578 394.198 362.386
"148917" 1 1 499.616 496.494 437.062
"148918" 1 1 438.55 421.986 370.664
"148919" 1 1 410.508 446.232 463.038
"148920" 1 0 456.23 459.1 432.136
"148921" NA 0 455.064 429.352 487.504
"148922" 1 NA 508.422 522.138 504.506
"148923" NA NA 494.634 523.63 551.852
"148924" NA NA 479.91 523.44 494.416
"148925" 1 0 463.788 485.024 476.966
"148926" 1 1 409.728 392.43 403.772
"148927" 0 0 383.012 365.664 337.074
"148928" 0 0 319.216 321.652 399.326
"148929" 0 0 464.488 439.332 418.152
"148930" NA NA 418.298 440.73 378.518
"148931" 0 0 349.594 393.828 441.19
"148932" NA NA 344.61 338.996 342.13
"148933" NA NA 380.206 354.01 417.276
"148934" 0 0 413.312 472.344 443.294
"148935" NA NA 477.108 432.338 418.764
"148936" NA NA 483.26 537.43 576.318
"148937" 1 1 403.81 467.026 434.676
"148938" NA NA 433.252 479.056 405.294
"148939" 0 0 417.052 408.558 387.416
"148940" 0 0 387.918 441.474 362.648
"148941" 1 0 447.508 452.106 467.266
"148942" NA 0 441.042 384.688 410.906
"148943" 1 1 532.102 555.804 514.644
"148944" NA NA 488.558 525.12 510.556
"148945" 0 0 493.154 479.43 454.678
"148946" 0 0 485.598 429.354 478.448
"148947" 1 NA 495.49 494.536 467.962
"148948" NA 1 415.496 424.224 393.03
"148949" NA NA 310.104 290.506 381.29
"148950" NA 0 385.894 333.684 334.83
"148951" NA NA 400.616 395.694 334.828
"148952" NA NA 374.442 368.09 411.636
"148953" 0 1 399.604 375.084 320.96
"148954" 0 0 408.016 368.652 378.84
"148955" 0 0 411.442 402.032 379.942
"148956" 0 0 403.652 396.53 380.022
"148957" NA 0 391.19 343.844 369.376
"148958" 0 0 462.46 428.702 484.088
"148959" 1 1 501.486 456.212 439.846
"148960" 0 0 479.754 430.752 442.222
"148961" 1 1 542.46 536.5 590.46
"148962" 0 0 492.062 470.478 450.992
"148963" 1 0 495.724 511.6 466.866
"148964" 0 0 479.286 481.762 543.748
"148965" 1 1 455.374 448.842 540.332
"148966" NA 1 528.36 508.99 456.12
"148967" NA NA 422.114 411.452 439.284
"148968" 1 0 464.41 435.788 460.018
"148969" NA 0 516.6 498.358 483.056
"148970" 1 0 418.452 436.908 475.826
"148971" 0 0 524.858 481.108 448.828
"148972" NA NA 488.712 454.624 474.714
"148973" 1 1 448.99 423.106 394.794
"148974" NA NA 469.32 392.24 441.986
"148975" 0 0 554.142 523.07 513.762
"148976" NA 1 440.654 427.21 448.342
"148977" 0 0 561.466 497.522 499.814
"148978" 0 0 574.396 577.806 614.37
"148979" 1 1 427.41 397.838 460.81
"148980" 0 0 386.204 397.744 463.116
"148981" NA NA 547.834 525.122 567.502
"148982" NA NA 468.148 406.414 443.494
"148983" 0 0 617.16 508.148 474.48
"148984" 0 0 506.318 477.752 476.384
"148985" 0 0 615.136 541.906 474.08
"148986" 0 0 420.634 337.038 352.536
"148987" 0 0 526.024 484.742 480.412
"148988" NA 0 445.712 355.034 381.082
"148989" 1 1 514.728 469.266 484.328
"148990" 1 NA 516.834 508.894 485.062
"148991" 1 1 500.552 449.216 512.292
"148992" 0 0 566.686 510.388 515.544
"148993" 0 1 579.692 573.422 529.876
"148994" NA NA 298.108 348.042 342.924
"148995" 0 0 331.368 339.93 335.07
"148996" NA NA 368.524 415.926 377.636
"148997" NA NA 341.964 389.164 325.53
"148998" NA NA 428.658 467.866 398.56
"148999" NA NA 315.71 343.286 356.348
"149000" 0 0 394.774 430.848 423.396
"149001" NA 0 475.162 485.022 448.744
"149002" NA NA 419.544 406.696 369.942
"149003" NA NA 346.324 354.57 355.554
"149004" 0 0 591.144 606.526 498.45
"149005" 1 NA 430.916 516.728 513.086
"149006" NA NA 428.97 475.512 456.92
"149007" 0 0 538.876 515.33 490.992
"149008" 1 0 535.37 506.1 484.42
"149009" 1 1 500.554 521.952 526.112
"149010" 0 0 591.924 582.192 463.656
"149011" NA 1 491.518 535.474 453.876
"149012" 1 1 361.59 460.966 450.246
"149013" NA NA 461.138 477.006 436.804
"149014" NA NA 366.344 377.978 372.792
"149015" NA 0 359.566 375.552 327.134
"149016" 0 0 489.882 514.208 502.86
"149017" 0 0 398.2 402.406 413.388
"149018" 0 0 266.248 324.26 299.154
"149019" 0 0 349.672 323.982 343.958
"149020" 0 0 320.62 302.07 243.148
"149021" 1 1 350.608 410.8 336.674
"149022" 1 0 371.872 403.62 312.102
"149023" 0 0 322.646 299.554 293.908
"149024" 0 0 355.592 285.19 304.688
"149025" 0 0 415.96 427.77 308.134
"149026" NA 0 343.832 341.608 269.412
"149027" 0 0 355.826 334.336 332.994
"149028" NA NA 419.23 413.596 399.486
"149029" 0 0 350.45 328.926 247.516
"149030" 1 0 354.424 310.744 310.272
"149031" 0 0 361.746 380.398 302.33
"149032" 0 0 352.712 308.784 205.278
"149033" NA NA 280.66 291.998 259.274
"149034" 0 0 375.612 319.416 285.608
"149035" 0 0 310.728 329.112 239.992
"149036" 0 0 312.362 294.05 244.32
"149037" 1 0 360.81 383.384 407.94
"149038" NA NA 331.056 305.334 301.398
"149039" 1 0 328.02 329.02 389.316
"149040" 1 NA 407.86 442.316 432.134
"149041" 1 0 535.528 498.546 438.966
"149042" 0 0 459.892 488.196 500.214
"149043" 1 0 458.336 462.736 513.72
"149044" NA NA 426.946 430.75 395.356
"149045" 0 0 467.602 445.486 465.5
"149046" 0 0 443.534 426.742 436.186
"149047" 0 0 411.832 405.576 365.774
"149048" 1 0 529.998 573.05 556.936
"149049" 0 0 400.848 338.81 332.744
"149050" 0 0 344.686 357.46 431.022
"149051" 0 1 441.04 410.892 421.808
"149052" 0 0 402.876 395.692 408.3
"149053" 0 0 370.002 342.354 320.238
"149054" 0 0 513.794 458.448 441.212
"149055" NA NA 330.2 314.658 330.53
"149056" 1 1 292.888 313.632 272.38
"149057" 0 0 404.198 378.814 377.002
"149058" 1 1 423.282 453.97 414.114
"149059" 0 1 360.968 408.186 364.57
"149060" 1 1 363.926 384.128 356.956
"149061" 0 0 453.428 485.49 489.714
"149062" 1 1 569.1 558.318 549.598
"149063" 0 0 577.122 562.702 541.258
"149064" 0 1 539.502 547.502 529.152
"149065" 1 1 386.752 391.218 424.27
"149066" 0 0 420.634 420.124 412.512
"149067" NA NA 492.22 479.242 427.904
"149068" 1 1 460.826 496.68 415.878
"149069" 0 1 477.184 480.548 397.602
"149070" NA NA 491.362 502.278 493.642
"149071" NA NA 537.552 547.966 512.802
"149072" 0 0 425.384 369.116 364.89
"149073" NA NA 555.858 537.246 501.896
"149074" 1 1 548.456 526.988 547.482
"149075" 1 1 530.934 542.746 576.318
"149076" NA NA 521.04 521.952 485.064
"149077" 0 0 524.702 466.746 505.616
"149078" 1 0 439.092 439.52 358.478
"149079" 0 0 453.35 422.826 453.662
"149080" NA NA 493.232 507.218 481.614
"149081" 0 0 498.916 478.03 487.266
"149082" 0 0 502.734 502.928 490.834
"149083" NA NA 439.094 431.312 387.338
"149084" 1 0 508.034 506.936 513.084
"149085" NA 1 504.838 463.762 490.842
"149086" 1 1 462.386 439.052 424.856
"149087" 0 0 387.218 401.57 469.392
"149088" 1 0 460.518 444.368 499.82
"149089" 0 0 525.558 503.954 518.882
"149090" 1 NA 456.388 424.412 431.752
"149091" 1 1 483.104 473.928 494.972
"149092" 1 1 535.838 577.528 572.348
"149093" 1 1 450.546 408.56 384.708
"149094" NA NA 446.104 402.218 396.702
"149095" 1 1 454.128 426.372 397.44
"149096" 0 0 513.64 498.08 453.556
"149097" NA NA 487.856 492.854 407.86
"149098" 0 NA 517.224 519.62 464.706
"149099" 1 1 522.986 542.466 507.762
"149100" 0 0 427.334 431.498 469.87
"149101" 0 NA 460.828 440.172 453.742
"149102" 1 NA 545.886 535.378 503.156
"149103" 1 1 590.752 624.148 509.594
"149104" 0 0 682.358 693.062 676.102
"149105" 1 0 639.124 658.374 569.398
"149106" 1 1 646.06 670.868 594.892
"149107" 0 0 597.218 638.698 527.712
"149108" 0 0 640.374 670.778 602.774
"149109" 0 0 727.222 756.658 603.308
"149110" 1 0 688.12 694.276 574.448
"149111" 1 0 703.544 703.972 657.35
"149112" 1 0 661.012 641.774 560.66
"149113" 1 1 633.518 687.84 667.83
"149114" 0 0 665.064 727.284 634.892
"149115" 1 1 766.094 768.406 634.734
"149116" 1 1 587.716 618.37 584.024
"149117" 1 1 600.412 642.706 593.286
"149118" 1 1 536.462 536.31 453.346
"149119" NA 1 551.186 517.476 518.646
"149120" 1 1 563.726 549.554 494.418
"149121" 1 1 623.236 614.174 533.242
"149122" 1 1 633.284 638.884 576.132
"149123" 1 1 621.212 609.046 551.202
"149124" 1 1 543.084 606.62 563.29
"149125" 1 1 464.954 508.15 449.066
"149126" 1 1 482.636 511.976 537.392
"149127" 1 1 583.51 617.066 555.848
"149128" 0 0 567.698 621.072 605.156
"149129" 1 1 574.084 596.548 538.426
"149130" 0 0 597.764 600.654 610.478
"149131" NA 0 671.14 661.918 666.644
"149132" 0 1 595.196 566.244 526.906
"149133" 1 1 558.192 597.67 596.574
"149134" 1 1 529.92 570.534 533.818
"149135" 1 1 629.858 648.394 632.562
"149136" 1 1 593.326 637.766 631.37
"149137" 1 1 642.008 671.242 611.408
"149138" 1 1 479.286 468.424 544.704
"149139" 1 1 641.23 619.302 581.904
"149140" 1 1 633.206 637.768 529.554
"149141" 1 1 527.816 541.442 513.48
"149142" 1 1 580.16 599.906 614.53
"149143" 0 0 630.792 658.652 615.4
"149144" 1 1 699.18 688.026 623.51
"149145" 0 1 681.968 714.136 628.884
"149146" 0 1 630.482 686.254 586.954
"149147" 1 1 550.638 594.686 486.506
"149148" 1 1 451.792 465.068 457.164
"149149" 0 0 599.944 604.474 539.618
"149150" 0 1 626.196 665.182 630.974
"149151" 1 1 624.404 697.818 627.794
"149152" 1 1 630.87 656.978 561.78
"149153" 1 1 660.858 688.026 596.974
"149154" 1 1 677.294 715.35 685.628
"149155" NA NA 665.844 684.576 661.638
"149156" 1 0 588.34 606.806 549.39
"149157" 1 1 646.37 706.678 645.194
"149158" NA 0 613.81 646.53 559.218
"149159" NA 0 605.088 609.882 567.34
"149160" 1 1 708.452 720.106 634.974
"149161" 1 1 742.646 789.572 727.652
"149162" 1 1 633.906 700.152 605.95
"149163" 1 1 675.19 682.712 629.462
"149164" 0 0 615.68 687.934 643.684
"149165" 1 1 644.814 658.746 616.436
"149166" 1 1 620.432 700.334 693.256
"149167" 1 1 676.126 759.174 700.008
"149168" 1 1 587.874 632.638 569.408
"149169" 1 1 711.334 718.52 624.712
"149170" 1 1 595.816 607.556 563.53
"149171" 0 1 539.422 542.56 561.858
"149172" 1 1 501.02 560.93 616.594
"149173" 1 1 501.564 531.558 532.546
"149174" NA NA 498.682 562.98 562.984
"149175" 1 1 606.8 699.216 685.16
"149176" 0 0 524 549.926 532.152
"149177" 1 1 526.258 561.862 504.302
"149178" NA 0 583.354 664.248 608.76
"149179" 1 1 588.418 638.232 618.06
"149180" 0 1 543.318 561.77 547.914
"149181" 1 0 436.216 496.586 475.522
"149182" 1 1 600.492 629.652 560.66
"149183" 0 0 604.85 671.152 629.604
"149184" 1 1 555.702 564.378 558.178
"149185" 1 0 583.354 611.098 553.524
"149186" NA NA 434.188 475.7 460.338
"149187" NA 1 564.192 633.292 554.888
"149188" NA NA 637.492 693.436 642.11
"149189" NA 0 505.536 554.216 515.768
"149190" 1 1 561.624 584.428 516.808
"149191" 0 1 318.592 263.278 254.982
"149192" NA NA 387.998 367.53 353.346
"149193" NA NA 460.204 412.474 378.118
"149194" NA NA 390.332 381.892 423.556
"149195" NA NA 445.714 366.876 372.748
"149196" NA NA 432.318 403.338 457.406
"149197" NA NA 384.024 336.2 342.844
"149198" NA NA 397.42 317.27 379.32
"149199" 0 1 462.15 407.348 511.018
"149200" NA NA 476.33 443.9 459.968
"149201" NA NA 496.814 491.178 467.746
"149202" NA 0 422.192 352.144 427.528
"149203" NA NA 432.316 369.956 447.07
"149204" 1 0 585.302 502.18 513.92
"149205" 0 1 424.998 357.18 414.658
"149206" 0 1 538.8 445.206 470.792
"149207" NA 1 464.1 447.258 429.106
"149208" NA NA 459.968 411.73 346.692
"149209" 0 0 431.93 430.754 469.788
"149210" NA 1 498.374 408.282 427.18
"149211" 1 1 374.756 342.912 407.27
"149212" 1 NA 492.45 445.674 401.048
"149213" 1 NA 455.142 418.258 418.604
"149214" NA NA 262.666 313.446 324.652
"149215" NA NA 308.544 365.666 290.656
"149216" NA NA 332.302 338.53 295.868
"149217" 0 0 340.638 346.552 390.03
"149218" 0 0 528.284 563.542 571.872
"149219" NA NA 464.954 490.244 474.08
"149220" NA NA 420.01 429.168 383.04
"149221" 0 0 403.652 395.69 400.994
"149222" 1 1 369.69 410.05 400.28
"149223" NA NA 456.778 481.576 430.788
"149224" NA NA 400.772 363.708 430.784
"149225" NA NA 441.666 503.672 492.986
"149226" 0 0 351.232 360.258 392.016
"149227" NA 1 307.066 343.66 368.66
"149228" NA NA 407.47 395.88 358.798
"149229" 0 0 449.612 490.714 498.546
"149230" 1 1 407.858 398.676 351.104
"149231" 1 1 399.602 400.728 322.642
"149232" NA NA 356.762 320.628 314.088
"149233" 1 NA 359.802 360.166 380.202
"149234" 1 1 321.554 311.954 305.25
"149235" 1 1 398.826 417.14 409.652
"149236" NA NA 400.616 471.784 466.772
"149237" 1 1 382.31 410.89 367.858
"149238" 0 0 466.514 449.214 390.306
"149239" NA 1 339.782 307.852 345.462
"149240" NA NA 457.87 438.678 466.224
"149241" NA NA 465.578 484.744 490.514
"149242" NA NA 402.796 447.63 481.546
"149243" 0 0 376.08 307.292 334.35
"149244" NA NA 444.858 482.6 501.724
"149245" 0 0 455.376 427.862 427.18
"149246" 1 0 420.09 411.544 444.66
"149247" 1 1 368.602 348.508 412.828
"149248" NA 0 382.854 406.136 462.638
"149249" NA NA 374.054 392.986 407.352
"149250" NA NA 482.636 489.87 485.704
"149251" 0 1 540.28 450.428 442.334
"149252" NA 1 400.304 383.476 460.972
"149253" NA NA 403.966 478.682 503.742
"149254" NA 0 378.65 394.106 448.658
"149255" 1 0 370.316 374.058 465.898
"149256" NA NA 439.562 493.23 532.228
"149257" 0 0 458.646 445.206 480.732
"149258" 1 1 519.792 515.61 447.222
"149259" NA NA 478.742 495.842 506.546
"149260" NA NA 435.202 482.04 415.076
"149261" NA NA 395.55 466.84 451.518
"149262" NA NA 457.79 451.08 368.338
"149263" NA 1 531.868 564.098 582.198
"149264" 1 1 432.08 457.42 361.04
"149265" 1 NA 626.116 631.61 583.028
"149266" 1 1 586.082 658 597.53
"149267" NA NA 509.822 495.188 470.312
"149268" NA NA 399.448 430.006 420.538
"149269" NA NA 613.892 609.512 534.686
"149270" 1 1 554.766 607.926 531.878
"149271" NA NA 426.01 474.766 462.322
"149272" NA NA 510.68 485.304 467.484
"149273" NA NA 399.056 399.236 329.378
"149274" 1 1 472.98 482.786 460.496
"149275" 1 0 606.72 629.562 550.66
"149276" 1 1 537.006 550.204 552.724
"149277" 1 0 634.84 671.148 651.07
"149278" NA NA 527.658 534.074 501.804
"149279" NA NA 556.794 549.272 587.52
"149280" NA NA 474.848 471.876 406.978
"149281" 0 0 568.008 613.056 560.98
"149282" NA 1 537.628 522.512 460.93
"149283" NA NA 598.23 592.726 550.078
"149284" 0 1 567.852 560.184 520.096
"149285" NA NA 551.028 582.188 563.134
"149286" 0 0 466.436 441.94 450.962
"149287" 1 1 482.092 468.986 451.47
"149288" 1 0 452.104 461.06 472.412
"149289" 1 1 729.014 674.692 624.872
"149290" 1 1 679.708 659.958 616.218
"149291" 1 1 680.878 666.3 576.212
"149292" 1 1 683.914 674.222 613.572
"149293" 1 1 586.86 550.114 587.838
"149294" 1 0 569.41 543.212 549.626
"149295" 1 0 576.734 530.436 529.052
"149296" 1 1 675.736 602.982 599.832
"149297" 1 1 649.95 669.284 596.894
"149298" 1 0 638.502 672.736 624.38
"149299" 1 0 556.17 580.884 574.094
"149300" NA NA 601.97 566.432 570.52
"149301" 1 0 554.612 509.642 534.214
"149302" 1 0 483.184 439.892 454.852
"149303" 1 0 597.764 608.206 612.144
"149304" 1 0 606.098 620.518 615.882
"149305" 1 0 546.51 552.348 557.65
"149306" 1 0 661.09 639.54 615.014
"149307" 0 1 484.196 544.984 536.914
"149308" 0 1 614.356 663.13 629.86
"149309" 1 1 499.618 529.41 482.976
"149310" 0 0 532.878 545.264 486.264
"149311" 1 1 529.22 545.73 500.534
"149312" 1 1 536.54 544.332 545.098
"149313" 0 0 486.066 513 547.244
"149314" NA 0 669.736 670.31 630.244
"149315" 0 1 575.876 610.258 636.376
"149316" 1 1 566.062 545.356 556.696
"149317" NA NA 471.264 493.418 536.438
"149318" NA NA 572.604 591.702 583.07
"149319" NA NA 553.054 563.354 582.278
"149320" 1 1 522.52 535.006 522.776
"149321" 0 1 546.666 590.49 570.994
"149322" 1 1 478.042 487.728 488.27
"149323" 1 1 451.324 538.176 554.792
"149324" 0 0 563.88 596.646 597.53
"149325" 1 1 537.476 514.866 518.09
"149326" 1 0 568.4 615.386 559.538
"149327" 1 1 434.968 443.714 436.106
"149328" 0 0 436.37 430.384 489.414
"149329" 0 1 496.814 536.404 536.124
"149330" 0 0 468.228 490.058 517.852
"149331" 1 1 404.12 438.68 457.398
"149332" NA 1 435.904 432.058 497.594
"149333" NA NA 424.372 428.142 403.292
"149334" NA NA 398.512 368.928 343.408
"149335" 1 NA 371.95 341.514 371.382
"149336" 0 0 440.106 406.696 383.972
"149337" NA NA 398.278 380.492 361.684
"149338" NA NA 460.67 492.67 422.852
"149339" 0 0 490.194 460.408 482.818
"149340" NA 0 497.126 513.28 511.654
"149341" 0 0 461.374 408.932 416.6
"149342" 1 1 540.278 571.372 552.884
"149343" NA NA 462.776 468.986 467.724
"149344" 1 1 455.842 432.71 465.182
"149345" 1 1 515.352 508.15 550.976
"149346" 1 0 390.958 329.204 373.47
"149347" 0 0 433.098 456.862 406.096
"149348" 1 1 577.9 610.818 553.764
"149349" 0 NA 316.88 328.926 384.232
"149350" 1 1 547.524 552.724 500.214
"149351" NA NA 354.814 357.46 307.018
"149352" NA NA 398.982 435.976 444.926
"149353" NA NA 393.994 415.18 260.994
"149354" NA NA 464.568 477.004 417
"149355" 0 0 481.858 454.066 405.696
"149356" 0 0 405.522 400.074 388.92
"149357" 0 0 315.478 349.626 347.452
"149358" 0 1 428.968 465.906 437.378
"149359" NA NA 451.79 478.868 487.186
"149360" 1 0 443.456 455.558 389.238
"149361" NA NA 368.134 420.402 406.954
"149362" NA NA 483.494 481.296 413.23
"149363" NA NA 278.868 274.094 277.226
"149364" 1 0 364.94 390.19 412.276
"149365" NA 1 429.672 412.85 435.55
"149366" NA 1 378.65 336.944 354.602
"149367" NA NA 421.1 413.874 342.526
"149368" 1 1 372.418 375.362 371.704
"149369" 1 0 363.146 372.008 342.684
"149370" 0 0 397.188 404.272 353.828
"149371" 1 0 481.08 465.348 391.668
"149372" 1 1 428.11 399.796 404.648
"149373" 0 0 380.752 334.426 329.298
"149374" 1 1 386.906 423.386 485.12
"149375" 1 NA 361.744 323.892 321.438
"149376" NA NA 429.748 434.576 414.276
"149377" 1 1 379.74 367.906 324.166
"149378" NA NA 384.182 348.79 337.234
"149379" 0 0 398.434 399.794 424.428
"149380" NA NA 371.326 339.368 323.044
"149381" 0 0 374.678 343.38 296.11
"149382" NA NA 471.42 494.536 413.312
"149383" 0 NA 496.972 505.54 505.616
"149384" 1 0 453.038 444.46 398.4
"149385" NA NA 377.402 327.806 306.61
"149386" NA NA 501.332 439.518 407.378
"149387" 0 0 491.516 466.002 474.32
"149388" 1 0 540.904 479.336 437.844
"149389" 0 0 500.632 468.146 440.49
"149390" 1 0 554.612 589.09 511.758
"149391" 0 1 564.504 585.826 513.522
"149392" 0 0 563.492 581.444 581.084
"149393" 1 0 616.07 611.656 513.522
"149394" 1 NA 481.468 455.372 386.698
"149395" 1 NA 455.062 474.112 393.912
"149396" NA NA 455.84 381.148 345.492
"149397" 1 1 557.26 569.136 481.374
"149398" 1 0 514.884 481.574 432.874
"149399" 1 0 398.902 411.266 482.262
"149400" 1 0 478.432 467.494 425.496
"149401" NA 0 488.324 473.928 465.022
"149402" 1 1 473.292 439.146 400.12
"149403" NA 0 435.668 387.86 357.836
"149404" NA NA 406.926 355.504 310.778
"149405" NA NA 453.894 422.734 412.672
"149406" NA NA 360.812 384.13 345.624
"149407" 1 0 366.966 347.016 303.484
"149408" 1 NA 477.03 472.436 408.662
"149409" 1 1 406.146 436.532 410.13
"149410" 1 0 433.954 466.002 424.538
"149411" 1 0 510.288 515.328 533.42
"149412" 0 0 483.106 561.116 564.322
"149413" 1 0 582.264 616.412 559.536
"149414" 0 0 445.87 467.12 455.252
"149415" 0 1 535.84 524.934 479.05
"149416" 0 0 562.712 553.936 500.372
"149417" 0 0 488.248 487.824 453.902
"149418" 0 0 493.852 475.604 466.294
"149419" 1 1 629.626 619.394 582.546
"149420" 1 1 532.956 570.44 593.876
"149421" 0 1 411.52 397.09 415.612
"149422" 1 1 533.426 541.906 538.824
"149423" 0 0 479.288 475.324 477.732
"149424" 1 0 549.936 552.442 538.664
"149425" NA NA 394.46 419.098 430.07
"149426" 1 1 456.932 510.948 523.49
"149427" NA NA 444.47 522.51 436.642
"149428" NA 0 544.796 566.806 509.836
"149429" 1 0 514.106 483.998 486.232
"149430" NA 1 475.394 465.444 443.856
"149431" 0 0 496.97 537.618 510.382
"149432" 0 0 468.382 533.514 464.704
"149433" 0 0 519.016 507.868 465.422
"149434" 1 1 527.192 519.154 507.83
"149435" 1 0 566.686 560.928 589.744
"149436" 1 1 485.13 497.426 434.994
"149437" 1 1 532.332 505.91 440.41
"149438" 1 0 660.156 673.482 669.818
"149439" NA NA 570.658 545.636 537.652
"149440" 0 0 596.908 634.968 605.79
"149441" 1 0 705.414 711.338 633.374
"149442" 1 0 597.84 605.5 613.178
"149443" 1 1 614.588 595.43 635.454
"149444" 0 0 627.052 594.218 555.53
"149445" 1 1 715.072 711.992 657.982
"149446" 1 1 645.434 652.686 634.946
"149447" 0 0 597.92 578.552 594.194
"149448" NA NA 492.842 467.4 516.898
"149449" 1 0 498.296 489.5 445.7
"149450" 1 1 579.068 582.842 622.714
"149451" 1 1 535.528 535.566 575.842
"149452" 1 1 536.696 493.418 484.82
"149453" 1 1 656.808 662.382 631.768
"149454" 1 0 545.73 538.268 534.686
"149455" 1 1 432.318 415.648 396.718
"149456" NA NA 358.318 376.204 339.882
"149457" 1 1 493.62 470.756 479.244
"149458" NA NA 401.47 426.652 424.666
"149459" 1 1 436.916 388.698 402.744
"149460" NA 0 350.062 392.522 460.496
"149461" 1 1 548.768 596.362 521.94
"149462" 0 1 359.566 399.048 354.388
"149463" NA 1 416.974 482.97 448.658
"149464" NA NA 408.638 469.636 416.68
"149465" NA NA 357.23 360.444 398.612
"149466" 1 0 555.312 607.83 521.86
"149467" 1 1 501.022 535.194 463.416
"149468" NA NA 430.214 483.906 468.2
"149469" 1 1 470.02 546.66 559.478
"149470" 0 0 590.52 607.554 571.87
"149471" 1 1 504.76 549.74 533.58
"149472" 1 1 417.908 472.154 410.844
"149473" NA 1 449.768 525.402 504.744
"149474" NA NA 554.69 586.104 522.178
"149475" NA NA 406.144 399.326 373.792
"149476" 1 NA 436.212 441.196 368.98
"149477" NA NA 493.076 524.842 520.152
"149478" NA 1 476.638 516.262 465.02
"149479" 0 0 307.922 345.616 366.674
"149480" 0 0 364.472 352.982 282
"149481" 0 0 432.708 499.758 473.998
"149482" 1 1 404.274 466.188 417.72
"149483" NA 0 433.02 428.518 360.884
"149484" NA 1 341.186 344.872 288.09
"149485" NA NA 518.624 480.736 484.018
"149486" NA NA 395.552 408.748 328.574
"149487" NA NA 410.664 423.852 397.36
