"FA" "MA" "Math" "SCIE" "READ"
"151344" 1 1 340.248 263.932 291.05
"151345" 1 1 251.682 186.91 309.876
"151346" 0 0 361.124 304.31 272.3
"151347" 0 0 446.572 396.534 401.152
"151348" 1 1 416.272 363.614 370.808
"151349" NA 1 475.938 375.548 401.392
"151350" NA NA 519.716 409.398 388.778
"151351" 1 1 518.546 438.306 443.534
"151352" 1 1 428.736 300.95 320.878
"151353" NA 0 461.76 400.074 452.234
"151354" 0 0 392.36 297.594 258.35
"151355" 0 0 483.104 431.87 399.284
"151356" NA NA 381.61 303.002 254.422
"151357" 0 0 381.528 269.524 277.864
"151358" 1 1 423.204 458.726 421.09
"151359" 1 1 447.118 461.526 433.594
"151360" NA NA 302.314 415.46 395.194
"151361" 1 1 548.07 598.51 538.054
"151362" 0 0 516.99 569.23 524.664
"151363" 1 1 571.436 611.842 579.42
"151364" 1 1 481.312 492.39 411.228
"151365" NA NA 374.522 399.61 399.962
"151366" NA NA 404.356 436.348 363.608
"151367" 1 NA 539.346 662.662 638.68
"151368" 0 0 478.274 514.866 490.272
"151369" 1 NA 506.472 532.584 446.742
"151370" 0 0 530.62 538.642 553.042
"151371" 1 1 545.264 566.524 516.086
"151372" 0 0 444.702 513.466 483.294
"151373" 1 1 483.26 522.326 536.44
"151374" NA NA 498.372 569.044 505.38
"151375" 1 1 490.894 485.584 458.206
"151376" NA NA 377.948 458.354 404.896
"151377" 1 0 519.716 556.64 523.728
"151378" 0 0 473.368 485.4 451.47
"151379" 0 1 457.868 493.51 475.122
"151380" NA NA 443.146 470.662 414.262
"151381" 1 1 452.57 351.212 378.278
"151382" NA 0 434.89 391.028 390.144
"151383" NA 1 398.666 338.626 377.56
"151384" 0 0 330.82 328.178 346.774
"151385" NA NA 415.336 389.908 392.308
"151386" 1 0 366.422 312.326 359.606
"151387" NA NA 282.294 269.806 329.262
"151388" 1 1 487.388 457.236 421.008
"151389" 1 1 459.268 398.396 407.622
"151390" 1 NA 466.512 382.076 451.754
"151391" 1 1 519.402 479.056 519.852
"151392" 1 1 478.274 474.954 480.992
"151393" 0 0 439.33 337.97 404.174
"151394" 1 1 493.308 429.354 447.15
"151395" 0 0 482.482 448.472 426.62
"151396" 0 0 515.12 512.53 541.284
"151397" 0 0 539.968 516.542 490.032
"151398" 1 0 463.008 452.854 466.544
"151399" NA NA 394.85 339.276 389.822
"151400" 0 1 451.48 427.398 447.226
"151401" NA NA 427.252 307.946 338.114
"151402" 1 0 450.778 401.472 393.43
"151403" 0 0 458.49 457.7 455.644
"151404" 1 NA 435.276 358.02 400.994
"151405" NA NA 294.29 305.426 263.962
"151406" 1 1 355.594 328.364 282.8
"151407" NA NA 333.86 343.38 373.11
"151408" NA 0 359.798 365.668 357.698
"151409" NA NA 313.61 369.026 369.62
"151410" 1 1 409.494 402.778 345.864
"151411" NA NA 393.216 386.274 350.784
"151412" NA NA 309.714 335.268 344.114
"151413" NA NA 386.126 395.226 388.622
"151414" NA NA 382.934 404.458 429.672
"151415" 0 1 276.14 245.002 234.01
"151416" 1 NA 386.986 376.762 381.646
"151417" NA NA 370.004 379.746 319.676
"151418" NA NA 356.292 371.074 380.182
"151419" NA NA 412.224 419.19 438.57
"151420" 1 1 329.032 296.104 357.78
"151421" NA NA 308.31 321.28 330.18
"151422" NA NA 355.048 315.966 302.014
"151423" 1 1 342.506 347.67 394.794
"151424" 0 1 380.05 394.944 453.662
"151425" NA NA 337.288 312.888 268.93
"151426" NA 0 337.834 321.09 372.08
"151427" NA NA 368.756 350.84 342.204
"151428" NA 0 330.046 305.988 332.12
"151429" 1 NA 388.854 363.242 380.844
"151430" NA NA 447.974 420.496 379.322
"151431" NA NA 446.806 415.368 372.268
"151432" 1 0 401.94 341.236 384.948
"151433" 1 0 447.43 471.036 455.882
"151434" 1 1 423.748 394.106 417.836
"151435" NA 1 433.176 418.538 445.3
"151436" NA NA 347.568 336.198 373.71
"151437" NA NA 487.702 445.39 448.264
"151438" 0 1 372.028 404.086 357.114
"151439" 0 1 458.18 415.554 415.078
"151440" 0 0 502.812 436.254 492.116
"151441" 0 0 549.626 572.866 517.37
"151442" 1 1 510.446 475.606 445.702
"151443" 1 1 516.91 474.95 535.646
"151444" 1 1 427.8 381.144 439.84
"151445" 0 0 455.608 433.364 396.796
"151446" NA NA 472.668 450.43 443.054
"151447" 1 0 513.718 496.586 456.362
"151448" 0 0 508.654 535.566 513.764
"151449" 0 0 530.774 498.172 511.438
"151450" 1 NA 500.086 451.174 489.648
"151451" 1 1 587.792 638.884 649.484
"151452" 0 0 511.538 548.994 490.754
"151453" NA NA 574.862 611.562 595.372
"151454" NA 0 529.296 625.27 573.774
"151455" NA 1 503.98 555.706 554.078
"151456" NA NA 479.132 521.95 548.276
"151457" NA NA 546.354 562.514 536.358
"151458" 1 1 509.432 513.186 549.548
"151459" 1 0 538.564 574.728 504.624
"151460" 0 0 553.366 538.644 562.258
"151461" 1 1 629.466 644.016 627.796
"151462" 1 1 594.492 603.264 629.782
"151463" 1 0 593.324 590.302 545.11
"151464" 1 1 665.218 673.2 662.274
"151465" 1 1 654.08 693.528 618.22
"151466" 1 0 609.762 645.318 635.74
"151467" 1 1 562.556 539.48 482.336
"151468" 0 0 423.202 398.678 372.554
"151469" 0 0 497.28 566.06 534.93
"151470" 1 1 546.042 567.458 474.24
"151471" 1 1 533.266 568.202 546.766
"151472" 1 1 543.942 593.472 535.966
"151473" 1 0 569.568 641.308 604.918
"151474" NA NA 283.854 326.876 332.358
"151475" NA NA 253.784 295.172 332.436
"151476" NA NA 356.916 381.426 379.068
"151477" 1 1 331.444 354.57 354.23
"151478" 0 0 280.894 308.6 303.966
"151479" 0 0 363.226 362.962 325.61
"151480" 0 0 495.1 512.532 518.012
"151481" NA 0 461.372 513.932 443.338
"151482" 1 0 506.628 523.632 512.766
"151483" 0 0 490.662 516.73 474.714
"151484" 0 0 496.502 492.296 446.422
"151485" 0 0 402.018 436.164 381.084
"151486" 1 0 417.832 435.696 416.76
"151487" 1 0 370.392 425.16 383.598
"151488" 0 0 376.546 422.546 354.39
"151489" 1 0 437.068 483.902 408.984
"151490" 1 1 483.416 523.908 481.388
"151491" 1 1 466.588 507.594 457.244
"151492" 0 0 525.634 560.37 471.756
"151493" 1 0 324.978 401.566 372.874
"151494" 0 0 373.82 428.05 434.916
"151495" NA NA 473.29 525.678 524.604
"151496" NA 1 377.246 423.758 349.02
"151497" NA NA 471.886 534.258 509.754
"151498" 0 0 498.608 524.934 463.82
"151499" NA NA 263.912 269.432 305.166
"151500" 0 0 368.366 463.762 341.002
"151501" 0 1 352.866 381.798 378.432
"151502" 0 0 408.796 428.14 406.658
"151503" NA 0 344.14 402.124 377.164
"151504" NA 1 358.006 384.41 361.512
"151505" NA 1 413.546 446.792 394.878
"151506" NA NA 357.85 398.674 411.562
"151507" NA 0 371.716 435.042 425.62
"151508" 1 1 474.146 527.268 512.846
"151509" 1 1 434.344 434.108 429.588
"151510" NA NA 432.708 477.004 457.24
"151511" NA NA 529.998 531.742 473.84
"151512" 0 1 322.642 377.23 342.284
"151513" NA NA 431.774 447.63 378.198
"151514" NA NA 425.152 477.75 406.338
"151515" NA NA 483.574 509.548 452.756
"151516" NA NA 363.772 409.866 402.744
"151517" 0 0 429.592 495.654 487.584
"151518" NA NA 437.928 470.01 424.618
"151519" 1 1 486.456 515.984 520.656
"151520" 1 1 486.22 466.188 443.778
"151521" 1 0 518.78 564.1 461.174
"151522" 0 0 438.55 467.308 484.644
"151523" NA NA 460.122 471.782 464.386
"151524" 0 0 501.956 551.512 577.592
"151525" 0 0 586.002 636.644 631.768
"151526" 1 0 483.728 476.072 521.824
"151527" NA NA 485.676 550.484 574.174
"151528" NA NA 563.804 627.79 586.09
"151529" 0 0 461.138 479.616 427.422
"151530" 1 1 576.42 591.888 616.516
"151531" 0 0 461.92 431.032 477.416
"151532" NA 0 548.458 529.692 528.192
"151533" 0 1 485.286 485.026 560.986
"151534" 0 0 543.784 561.396 527.472
"151535" 0 1 502.736 506.096 491.794
"151536" 1 1 398.59 452.574 415.93
"151537" 0 0 494.166 502.09 426.94
"151538" 0 0 429.824 445.018 473.762
"151539" NA NA 574.474 523.91 524.026
"151540" 0 0 505.85 551.604 546.054
"151541" NA NA 359.8 346.736 391.144
"151542" 0 0 546.276 536.124 444.496
"151543" NA NA 443.844 425.902 400.568
"151544" 1 0 550.17 597.296 476.324
"151545" 0 0 471.888 430.006 407.862
"151546" NA NA 460.826 482.042 453.556
"151547" 0 0 507.174 539.948 452.632
"151548" NA 0 575.956 577.714 509.434
"151549" NA 1 505.15 497.33 496.322
"151550" 0 0 447.664 460.78 377.558
"151551" 0 0 467.524 497.146 461.37
"151552" 0 0 601.036 617.062 537.97
"151553" 0 0 600.568 571.094 517.852
"151554" 1 0 598.932 531.366 478.81
"151555" 0 1 470.02 491.924 531.592
"151556" 1 0 472.9 488.662 431.34
"151557" 1 NA 520.65 554.216 542.954
"151558" 1 0 487.39 558.878 504.424
"151559" 0 0 456 452.014 481.628
"151560" 1 1 585.612 559.532 536.996
"151561" 1 1 489.882 501.904 469.028
"151562" 1 0 502.11 561.022 556.934
"151563" NA NA 506.864 526.054 442.41
"151564" 1 NA 579.692 590.954 550.798
"151565" 1 NA 389.162 461.432 445.72
"151566" 1 1 533.58 578.46 491.476
"151567" 1 1 407.548 439.986 366.012
"151568" 0 0 525.09 587.88 523.862
"151569" NA 1 506.006 536.684 539.856
"151570" 1 1 477.106 527.64 429.99
"151571" 0 0 485.05 532.394 494.496
"151572" 1 0 478.276 521.95 496.284
"151573" 1 NA 462.31 491.736 403.05
"151574" 1 1 441.198 519.06 504.106
"151575" NA NA 565.828 614.08 518.492
"151576" NA NA 431.54 489.5 467.17
"151577" 1 1 515.9 558.97 537.552
"151578" 1 1 461.06 498.73 469.314
"151579" 1 1 534.982 560.372 468.226
"151580" NA 1 554.224 625.644 582.198
"151581" NA 1 405.056 448.286 460.176
"151582" 1 1 525.244 548.06 456.122
"151583" 0 0 465.968 523.534 415.876
"151584" 0 1 441.974 488.754 454.218
"151585" NA NA 614.746 644.294 570.196
"151586" 1 1 478.976 567.83 496.162
"151587" NA NA 505.85 569.602 487.786
"151588" NA 1 478.82 454.066 458.35
"151589" 1 1 667.712 685.788 630.164
"151590" 1 0 590.054 574.918 587.282
"151591" NA NA 613.732 597.856 523.966
"151592" 0 0 662.572 689.33 573.806
"151593" 1 0 543.394 532.768 560.192
"151594" 0 0 652.756 592.262 571
"151595" 1 0 572.994 553.192 549.436
"151596" 1 1 531.788 516.266 574.016
"151597" 1 1 661.636 631.052 615.244
"151598" 1 0 607.97 626.764 553.606
"151599" NA NA 594.648 586.762 537.812
"151600" 1 1 707.362 658.842 612.068
"151601" NA NA 588.884 568.576 560.902
"151602" 1 1 576.342 604.384 537.73
"151603" 0 0 641.23 613.332 578.94
"151604" NA 0 700.744 662.01 566.19
"151605" 1 1 566.452 542 534.688
"151606" 1 1 641.152 643.826 568.118
"151607" 1 0 651.354 609.978 595.452
"151608" 1 1 646.448 617.156 630.576
"151609" 1 1 650.11 627.134 587.28
"151610" 0 0 510.446 470.384 504.344
"151611" 1 1 687.032 695.766 650.286
"151612" 1 1 615.134 590.956 609.046
"151613" 1 1 515.194 521.764 550.422
"151614" 1 1 621.834 683.084 600.582
"151615" 1 0 566.918 605.592 515.286
"151616" 0 0 572.994 592.446 517.052
"151617" 1 0 615.056 572.68 525.146
"151618" 1 1 654.004 619.954 567.556
"151619" 1 0 640.062 635.618 586.25
"151620" 0 1 608.046 657.534 603.328
"151621" 1 0 613.112 594.312 528.434
"151622" NA 1 574.63 599.906 602.294
"151623" 0 0 575.642 580.42 580.688
"151624" 1 0 622.222 634.596 610.716
"151625" NA NA 583.432 580.884 557.57
"151626" 1 1 688.59 647.93 618.22
"151627" 1 0 547.678 571.464 583.628
"151628" NA 1 572.994 549.924 538.374
"151629" 1 1 681.032 685.604 650.436
"151630" 1 1 625.182 620.982 605.394
"151631" 0 1 609.058 609.232 614.848
"151632" 0 0 621.832 604.29 592.002
"151633" 0 0 633.128 641.122 597.696
"151634" NA NA 549.158 536.404 546.132
"151635" 1 1 501.254 528.48 477.972
"151636" 1 0 633.908 647.09 576.134
"151637" NA NA 578.368 613.892 601.264
"151638" 1 NA 497.436 507.778 540.092
"151639" 1 0 537.32 592.354 525.708
"151640" 0 0 559.83 578.552 578.702
"151641" 1 0 575.954 600.654 586.794
"151642" 1 1 596.284 635.714 593.768
"151643" 1 0 592.312 604.942 595.384
"151644" 1 1 705.026 717.402 660.708
"151645" NA NA 550.718 588.25 577.192
"151646" 1 1 629.856 622.846 616.138
"151647" 1 0 560.998 579.766 599.99
"151648" 1 0 657.744 658.002 622.548
"151649" 0 1 621.524 642.52 593.446
"151650" 1 1 530.466 550.858 610.242
"151651" 1 1 666.544 673.108 633.436
"151652" 1 1 587.638 608.298 616.358
"151653" NA 1 584.134 625.458 625.65
"151654" 0 1 523.376 564.288 574.81
"151655" 1 1 538.564 594.964 590.222
"151656" 1 1 559.75 593.566 565.952
"151657" 1 1 549.472 603.826 584.106
"151658" 1 1 633.05 675.534 632.006
"151659" 1 NA 611.786 656.416 638.598
"151660" NA 0 557.49 566.71 594.67
"151661" 1 1 559.13 585.452 570.122
"151662" NA NA 547.99 578.926 553.846
"151663" 1 1 631.102 630.492 626.05
"151664" 1 0 549.316 552.442 578.94
"151665" 1 1 508.578 539.016 556.458
"151666" 0 1 574.864 578.644 587.838
"151667" 1 1 664.676 660.986 654.884
"151668" 1 NA 582.184 585.548 580.132
"151669" 1 0 647.07 667.416 557.612
"151670" 0 0 625.494 568.11 603.388
"151671" 1 1 646.918 630.678 592.166
"151672" 0 1 606.178 619.862 562.664
"151673" NA 1 608.59 642.802 545.106
"151674" 0 0 580.94 573.332 563.526
"151675" NA NA 553.054 563.354 567.502
"151676" 1 1 619.576 601.958 528.994
"151677" 1 1 467.058 535.378 544.148
"151678" 0 0 466.046 459.006 492.192
"151679" 1 1 632.816 635.9 631.286
"151680" 0 1 560.296 526.984 495.884
"151681" 0 0 544.018 526.894 542.002
"151682" 0 0 575.564 602.892 529.474
"151683" NA NA 541.526 522.51 523.542
"151684" 1 1 525.244 501.25 472.476
"151685" 0 0 490.428 509.176 455.332
"151686" 1 0 603.684 637.39 656.792
"151687" 0 0 529.996 582.378 543.424
"151688" 0 0 535.994 549.552 504.06
"151689" 0 0 516.988 575.846 530.88
"151690" 1 1 439.33 428.89 459.622
"151691" NA NA 436.524 504.794 463.834
"151692" 1 NA 485.674 481.946 425.978
"151693" NA NA 478.742 552.35 557.888
"151694" NA NA 527.114 558.878 495.082
"151695" 0 0 570.504 599.998 533.484
"151696" 1 NA 543.004 536.684 490.994
"151697" NA NA 496.97 509.08 479.56
"151698" NA NA 483.338 477.75 377.88
"151699" 0 0 465.032 496.864 492.508
"151700" 0 0 533.424 528.48 465.26
"151701" 0 1 588.728 605.316 502.54
"151702" 1 0 528.436 550.206 515.07
"151703" 0 0 526.804 538.828 555.664
"151704" 0 0 464.254 532.022 506.57
"151705" NA NA 440.186 524.376 499.976
"151706" 1 0 444.622 481.76 380.924
"151707" 1 NA 443.534 449.122 510.622
"151708" 0 NA 580.084 605.596 582.674
"151709" NA NA 531.242 541.346 602.614
"151710" 1 1 429.592 472.25 482.576
"151711" 1 1 463.006 535.752 540.728
"151712" NA 1 628.298 718.986 625.434
"151713" 1 0 540.124 584.242 505.506
"151714" NA NA 559.128 597.854 552.884
"151715" 1 1 588.184 632.45 565.47
"151716" 0 1 411.442 438.772 497.99
"151717" NA NA 533.502 610.35 598.324
"151718" 1 1 560.378 568.668 609.84
"151719" 1 1 587.094 564.844 477.366
"151720" 1 1 672.388 738.098 669.93
"151721" 1 1 495.334 526.986 479.532
"151722" NA NA 557.26 642.52 612.288
"151723" NA NA 584.21 611.098 594.652
"151724" NA NA 520.494 531.648 514.356
"151725" 1 1 549.47 566.43 585.93
"151726" 1 NA 495.022 559.81 509.826
"151727" 1 1 522.05 581.722 519.374
"151728" 1 1 532.722 594.124 561.06
"151729" 1 NA 447.74 514.678 495.48
"151730" 1 1 557.026 649.144 602.614
"151731" 1 1 499.152 553.748 551.294
"151732" 1 1 519.014 607.272 583.99
"151733" 1 1 479.682 578.272 545.746
"151734" NA NA 430.604 437.468 423.414
"151735" 0 0 341.104 374.338 386.298
"151736" NA 0 417.13 364.08 317.594
"151737" NA 1 344.3 381.89 435.39
"151738" 1 1 427.1 444.928 422.764
"151739" NA NA 449.144 425.25 372.668
"151740" NA NA 340.794 269.806 354.046
"151741" 0 0 435.9 430.378 454.932
"151742" NA NA 458.646 452.576 422.77
"151743" NA NA 553.132 577.992 471.034
"151744" 1 1 386.36 415.648 421.888
"151745" NA NA 379.896 389.91 363.978
"151746" 1 NA 461.76 467.77 413.314
"151747" 0 0 510.056 493.602 430.146
"151748" 1 1 392.594 349.814 336.726
"151749" NA NA 447.818 433.646 447.062
"151750" 1 1 511.068 421.244 374.51
"151751" 0 0 488.248 490.714 488.778
"151752" 1 1 434.422 506.1 424.134
"151753" 1 1 476.562 487.82 495.764
"151754" 0 0 355.282 395.042 372.872
"151755" NA 0 313.452 358.02 340.38
"151756" 0 0 479.288 502.742 458.368
"151757" 0 0 403.186 392.988 429.672
"151758" 1 1 565.672 605.222 528.676
"151759" 1 0 568.242 560.93 516.102
"151760" 0 1 499.928 479.988 512.448
"151761" 1 0 435.978 484.09 475.826
"151762" 0 1 552.744 586.76 564.004
"151763" 1 NA 521.584 532.02 536.042
"151764" 1 1 566.762 637.954 547.11
"151765" 1 1 505.538 551.884 557.968
"151766" 0 0 577.122 591.048 588.394
"151767" 0 0 437.692 421.804 392.068
"151768" 1 NA 436.992 429.074 316.548
"151769" NA 0 378.182 417.698 381.768
"151770" NA NA 423.438 457.514 405.938
"151771" 1 1 451.792 517.104 496.162
"151772" 0 0 438.706 499.944 471.458
"151773" 1 1 577.044 613.8 558.254
"151774" 1 1 477.732 494.068 452.516
"151775" 1 1 479.676 537.058 463.176
"151776" 0 0 618.25 616.784 525.226
"151777" 0 0 500.554 531.65 524.048
"151778" 1 1 491.128 477.75 430.788
"151779" NA NA 366.028 351.772 360.082
"151780" NA NA 428.734 437.28 429.434
"151781" NA NA 409.186 371.728 316.63
"151782" NA NA 477.808 444.74 403.774
"151783" NA NA 361.512 355.594 320.6
"151784" NA NA 441.042 457.888 410.026
"151785" 0 0 397.188 407.442 395.674
"151786" 0 0 510.212 512.626 545.338
"151787" 1 1 507.33 521.204 473.124
"151788" 1 NA 477.498 460.684 463.912
"151789" 0 0 556.48 523.072 401.768
"151790" 0 0 548.226 511.694 476.726
"151791" 0 0 559.284 548.9 539.538
"151792" NA NA 404.276 415.088 336.512
"151793" NA NA 394.85 398.396 348.564
"151794" 1 1 513.794 551.79 487.982
"151795" NA 1 532.882 579.206 528.416
"151796" NA 0 559.438 572.958 546.606
"151797" 0 0 441.742 438.028 429.514
"151798" 0 0 397.11 459.288 419.186
"151799" NA NA 532.724 628.07 569.41
"151800" 0 0 501.798 506.938 394.552
"151801" 1 0 507.252 499.198 462.374
"151802" 0 0 502.578 580.138 451.714
"151803" NA NA 368.6 463.764 425.384
"151804" 0 0 460.048 452.294 429.506
"151805" NA NA 420.402 482.506 469.396
"151806" NA 0 463.474 505.538 503.472
"151807" 1 NA 459.504 493.792 487.946
"151808" 0 0 413.312 499.384 501.166
"151809" 0 0 521.272 586.29 550.264
"151810" 0 0 565.906 584.802 492.196
"151811" 0 0 606.178 585.638 517.612
"151812" 0 0 615.136 637.204 574.368
"151813" 1 0 495.724 562.982 529.132
"151814" 1 1 561.232 589.278 518.49
"151815" 1 1 535.448 615.292 525.226
"151816" NA NA 445.482 475.232 475.19
"151817" 1 0 481.702 487.822 465.182
"151818" NA NA 512.004 508.522 499.184
"151819" NA NA 395.552 475.418 474.316
"151820" NA NA 438.47 441.384 384.294
"151821" NA NA 515.196 561.958 538.268
"151822" 1 0 551.496 595.244 538.856
"151823" 0 0 478.742 537.802 542.318
"151824" 1 0 470.952 491.086 491.236
"151825" NA NA 540.198 560.65 531.08
"151826" 1 1 553.676 604.01 529.234
"151827" NA NA 624.482 676.464 572.524
"151828" NA NA 330.514 368.092 380.578
"151829" 0 0 499.464 526.054 503.87
"151830" 1 1 576.658 596.736 561.942
"151831" 0 0 505.072 531.742 479.956
"151832" 1 1 621.21 650.262 629.144
"151833" NA 1 537.32 546.664 575.92
"151834" 1 1 609.602 632.358 578.136
"151835" 1 NA 571.906 548.434 536.76
"151836" 1 0 541.056 498.546 515.386
"151837" 1 0 562.79 581.536 569.486
"151838" NA NA 588.106 573.05 565.276
"151839" 0 0 439.484 507.03 454.618
"151840" 0 0 517.612 498.824 418.122
"151841" NA 0 546.354 511.04 516.326
"151842" 0 0 475.16 536.312 517.77
"151843" 1 1 634.998 614.08 525.626
"151844" 1 1 537.008 573.514 464.78
"151845" 1 NA 582.576 544.796 542.142
"151846" NA NA 539.344 548.248 498.13
"151847" 1 1 468.54 468.518 434.958
"151848" NA 1 521.896 582.002 554.236
"151849" 1 1 426.164 404.83 412.432
"151850" NA NA 525.012 518.314 498.626
"151851" 1 1 508.108 475.7 446.26
"151852" NA NA 444.312 431.498 424.906
"151853" 1 1 633.282 656.414 639.236
"151854" 1 1 592.156 604.662 612.304
"151855" 1 1 666.544 697.352 629.042
"151856" 1 1 627.206 668.91 653.772
"151857" 1 1 621.056 641.962 584.5
"151858" 1 1 620.198 633.104 574.21
"151859" 0 0 613.42 716.84 648.528
"151860" 1 1 645.28 698.844 584.228
"151861" 1 1 622.066 674.878 573.968
"151862" 1 1 600.88 646.346 565.356
"151863" 1 1 666.076 702.948 643.922
"151864" NA 0 632.192 673.388 637.966
"151865" 1 1 575.72 642.056 559.218
"151866" 1 NA 611.006 651.1 569.4
"151867" 1 1 665.61 685.882 633.99
"151868" NA NA 587.638 603.26 606.664
"151869" NA NA 597.374 676.744 668.07
"151870" 0 1 574.864 652.5 629.068
"151871" 1 1 600.96 658.284 637.566
"151872" NA 1 538.098 583.59 574.094
"151873" 1 NA 566.84 621.726 576.934
"151874" 1 1 703.232 737.076 676.1
"151875" 1 1 629.778 710.966 698.5
"151876" 0 1 630.948 662.57 592.244
"151877" 1 1 497.594 599.628 486.426
"151878" 1 1 563.492 647.37 593.08
"151879" 0 0 626.896 699.124 611.164
"151880" 1 1 638.27 673.2 594.088
"151881" NA 1 578.292 652.22 646.466
"151882" 1 1 506.706 611.004 574.252
"151883" 1 1 601.66 639.444 609.924
"151884" 0 0 589.118 632.638 568.836
"151885" 1 1 640.294 641.868 599.672
"151886" 0 0 500.474 552.536 518.722
"151887" NA NA 608.36 627.6 514.722
"151888" 0 1 557.494 622.846 599.196
"151889" 0 1 657.742 696.698 661.956
"151890" 1 NA 592.622 684.388 630.894
"151891" 1 1 589.82 621.164 535.728
"151892" NA NA 526.49 598.32 555.664
"151893" 1 1 578.058 644.388 559.876
"151894" 0 0 611.628 644.854 562.662
"151895" 0 0 504.838 555.522 484.406
"151896" 1 1 547.134 595.34 532.522
"151897" NA NA 439.408 486.516 444.29
"151898" 0 0 544.174 573.61 504.942
"151899" 1 1 621.366 690.36 613.098
"151900" 1 0 584.914 583.68 516.086
"151901" 1 0 556.168 630.396 564.99
"151902" 1 1 520.028 556.082 527.144
"151903" 1 0 560.534 579.206 541.048
"151904" NA 1 539.5 573.518 535.808
"151905" 0 1 511.378 536.124 527.146
"151906" 0 1 561.78 588.998 625.73
"151907" 0 1 684.928 699.498 618.462
"151908" 1 1 661.48 692.224 614.45
"151909" 0 1 545.966 563.724 559.398
"151910" 1 1 506.942 565.124 517.93
"151911" 1 1 610.85 595.432 595.62
"151912" 0 1 549.002 579.952 480.092
"151913" 1 1 671.138 682.99 613.088
"151914" 1 1 570.114 562.886 569.01
"151915" 0 0 559.598 579.112 558.208
"151916" 1 NA 556.868 611.468 596.974
"151917" 1 1 551.028 582.188 560.098
"151918" 1 1 600.022 604.664 614.608
"151919" 1 1 589.664 616.508 540.138
"151920" 1 1 529.14 563.634 515.284
"151921" 1 0 603.686 596.922 589.028
"151922" 1 1 308.778 336.106 272.218
"151923" NA NA 332.07 342.82 300.676
"151924" NA NA 357.774 359.418 286.49
"151925" 1 0 399.292 387.86 309.814
"151926" 1 1 321.01 370.14 280.074
"151927" 1 0 378.34 403.336 316.71
"151928" 1 0 612.408 650.818 552.084
"151929" 0 0 553.132 553.468 450.35
"151930" 1 0 474.382 507.496 454.54
"151931" 1 1 463.944 441.196 368.578
"151932" 0 0 372.026 365.014 356.152
"151933" NA NA 391.424 417.326 343.646
"151934" 0 0 400.694 418.632 410.924
"151935" 0 0 423.672 483.346 385.574
"151936" 1 1 483.728 537.148 442.012
"151937" NA NA 475.314 518.034 512.37
"151938" NA NA 482.792 546.196 492.906
"151939" 0 0 546.198 569.6 570.838
"151940" 1 1 476.952 503.954 501.416
"151941" 1 1 396.8 445.674 461.572
"151942" 1 0 475.238 486.048 432.712
"151943" 1 0 436.836 537.244 472.236
"151944" 1 1 432.24 482.786 442.938
"151945" NA NA 478.9 468.984 418.684
"151946" NA NA 381.064 402.124 411.162
"151947" NA NA 379.426 423.76 429.992
"151948" NA NA 408.016 446.794 341.644
"151949" NA NA 336.042 421.148 374.512
"151950" 1 1 322.332 334.336 293.384
"151951" NA 1 380.284 411.172 373.468
"151952" 0 0 416.74 431.034 387.98
"151953" NA 1 373.434 402.032 333.868
"151954" 0 0 487.076 514.118 523.89
"151955" 1 1 466.282 517.474 441.452
"151956" 0 0 442.212 480.548 438.484
"151957" 1 1 379.664 462.362 396.878
"151958" 1 1 446.416 452.946 339.96
"151959" NA NA 477.028 570.256 543.106
"151960" 1 1 400.616 451.83 467.09
"151961" 1 0 473.368 510.386 457.404
"151962" NA NA 366.106 437.654 389.422
"151963" 0 1 394.54 442.222 401.446
"151964" NA 1 317.502 402.032 355.472
"151965" 1 1 312.362 406.788 423.476
"151966" 1 0 431.308 463.762 379.244
"151967" 1 NA 398.982 437.28 341.724
"151968" NA NA 440.808 501.996 424.374
"151969" 1 1 384.026 416.672 318.074
"151970" NA NA 391.656 407.254 339.318
"151971" 1 0 448.52 457.514 434.478
"151972" NA NA 484.428 454.906 420.124
"151973" 0 0 319.064 346.268 343.886
"151974" NA NA 515.584 607.836 550.5
"151975" 1 1 394.616 414.526 428.4
"151976" 1 1 480.69 564.098 553.2
"151977" 0 1 359.254 397.84 409.812
"151978" 0 1 467.292 514.492 550.102
"151979" NA NA 541.214 570.254 535.89
"151980" 1 0 430.37 438.774 403.214
"151981" 1 1 377.014 445.952 426.732
"151982" 0 0 403.81 455.372 443.256
"151983" 0 0 408.014 409.49 332.584
"151984" 0 0 448.99 422.266 368.74
"151985" 1 NA 244.05 246.774 229.81
"151986" 1 0 500.632 521.484 424.534
"151987" NA 0 369.38 377.976 338.318
"151988" 0 0 331.604 342.538 273.728
"151989" NA 0 316.256 311.116 292.876
"151990" 1 1 298.106 245.746 202.394
"151991" 0 0 366.886 340.862 350.234
"151992" NA NA 379.272 413.222 250.09
"151993" 0 0 425.93 419.19 304.926
"151994" 1 NA 376.546 362.4 269.814
"151995" 0 0 341.884 314.1 342.364
"151996" 0 0 310.958 285.282 246.886
"151997" 0 0 307.688 466.558 404.57
"151998" 1 1 257.758 424.226 360.16
"151999" 0 1 303.482 457.328 359.924
"152000" 1 1 325.526 460.22 374.592
"152001" NA NA 295.46 394.572 376.052
"152002" 1 0 366.578 472.064 329.138
"152003" NA NA 378.414 502.556 406.898
"152004" 0 0 345.23 444.366 371.226
"152005" 1 1 332.46 388.884 354.308
"152006" NA 0 347.024 437.746 360.482
"152007" NA NA 340.56 481.48 393.11
